intake_year,school_name,la_code,estab_code,dfe_no,criterion,criterion_category,criterion_description,priority,criterion_offers
2018,Potters Gate Church of England Primary School,936,3062,936/3062,Centrally offered,Central & Lates,Children offered a place but for whom this school was not one of their preferred schools,6,0
2018,Potters Gate Church of England Primary School,936,3062,936/3062,EHCP,Priority,"Children with an Education, Health and Care Plan",7,0
2018,Potters Gate Church of England Primary School,936,3062,936/3062,Lates,Central & Lates,Places offered to children of applicants who had applied late,8,0
2018,Shottermill Infant School,936,2138,936/2138,LAC & PLAC,Priority,Looked after and previously looked after children,1,1
2018,Shottermill Infant School,936,2138,936/2138,Exceptional,Priority,Exceptional social/medical need,2,0
2018,Shottermill Infant School,936,2138,936/2138,Siblings,Family Ties,"Children who will have a sibling at the school or at an infant/junior school which operates shared sibling priority, at the time of the child’s admission",3,20
2018,Shottermill Infant School,936,2138,936/2138,Nearest School,Defined Residence,Children for whom the school is the nearest to their home address as measured by straight line - the nearest school will be the school closest to the home address that has a Published Admission Number to admit pupils of the appropriate age range and which admits local children. The nearest school may be either inside or outside the county boundary.,4,28
2018,Shottermill Infant School,936,2138,936/2138,Others by Distance,Distance,"Any other children, prioritised according to the distance they live from the school",5,4
2018,Shottermill Infant School,936,2138,936/2138,Centrally offered,Central & Lates,Children offered a place but for whom this school was not one of their preferred schools,6,1
2018,Shottermill Infant School,936,2138,936/2138,EHCP,Priority,"Children with an Education, Health and Care Plan",7,0
2018,Shottermill Infant School,936,2138,936/2138,Lates,Central & Lates,Places offered to children of applicants who had applied late,8,3
2018,South Farnham School,936,2479,936/2479,LAC & PLAC,Priority,Looked after and previously looked after children,1,1
2018,South Farnham School,936,2479,936/2479,Exceptional,Priority,Exceptional social/medical need,2,0
2018,South Farnham School,936,2479,936/2479,Children of staff,Family Ties,Children of permanent members of staff where the member of staff has been employed at the school for two or more years at the time at which the application for admission to the school is made; and/or the member of staff is recruited to fill a vacant post for which there is a demonstrable skill shortage,3,0
2018,South Farnham School,936,2479,936/2479,Siblings,Family Ties,"Children who will have a sibling at the school or at an infant/junior school which operates shared sibling priority, at the time of the child’s admission",4,40
2018,South Farnham School,936,2479,936/2479,Others by Distance,Distance,"Any other children, prioritised according to the distance they live from the school",5,49
2018,South Farnham School,936,2479,936/2479,Centrally offered,Central & Lates,Children offered a place but for whom this school was not one of their preferred schools,6,0
2018,South Farnham School,936,2479,936/2479,EHCP,Priority,"Children with an Education, Health and Care Plan",7,0
2018,South Farnham School,936,2479,936/2479,Lates,Central & Lates,Places offered to children of applicants who had applied late,8,0
2018,St Andrew's Church of England Infant School,936,3024,936/3024,LAC & PLAC,Priority,Looked after and previously looked after children,1,0
2018,St Andrew's Church of England Infant School,936,3024,936/3024,Exceptional,Priority,Exceptional social/medical need,2,0
2018,St Andrew's Church of England Infant School,936,3024,936/3024,Siblings,Family Ties,"Children who will have a sibling at the school or at an infant/junior school which operates shared sibling priority, at the time of the child’s admission",3,3
2018,St Andrew's Church of England Infant School,936,3024,936/3024,Catchment,Defined Residence,Children living within the catchment area of St Andrew’s CofE Infant School,4,0
2018,St Andrew's Church of England Infant School,936,3024,936/3024,Others by Distance,Distance,"Any other children, prioritised according to the distance they live from the school",5,10
2018,St Andrew's Church of England Infant School,936,3024,936/3024,Centrally offered,Central & Lates,Children offered a place but for whom this school was not one of their preferred schools,6,0
2018,St Andrew's Church of England Infant School,936,3024,936/3024,EHCP,Priority,"Children with an Education, Health and Care Plan",7,0
2018,St Andrew's Church of England Infant School,936,3024,936/3024,Lates,Central & Lates,Places offered to children of applicants who had applied late,8,0
2018,St Bartholomew's Church of England (Aided) Primary School,936,3924,936/3924,LAC & PLAC,Priority,Looked after and previously looked after children,1,0
2018,St Bartholomew's Church of England (Aided) Primary School,936,3924,936/3924,Exceptional,Priority,Exceptional social/medical need,2,0
2018,St Bartholomew's Church of England (Aided) Primary School,936,3924,936/3924,Siblings,Family Ties,"Children who will have a sibling at the school or at an infant/junior school which operates shared sibling priority, at the time of the child’s admission",3,32
2018,St Bartholomew's Church of England (Aided) Primary School,936,3924,936/3924,Practising worship,Religion,Children whose parents regularly worship at St Bartholomew’s and/or St Christopher’s Churches in Haslemere,4,0
2018,St Bartholomew's Church of England (Aided) Primary School,936,3924,936/3924,Children of staff,Family Ties,Children of permanent members of staff where the member of staff has been employed at the school for two or more years at the time at which the application for admission to the school is made; and/or the member of staff is recruited to fill a vacant post for which there is a demonstrable skill shortage,5,0
2018,St Bartholomew's Church of England (Aided) Primary School,936,3924,936/3924,Others by Distance,Distance,"Any other children, prioritised according to the distance they live from the school",6,28
2018,St Bartholomew's Church of England (Aided) Primary School,936,3924,936/3924,Centrally offered,Central & Lates,Children offered a place but for whom this school was not one of their preferred schools,7,0
2018,St Bartholomew's Church of England (Aided) Primary School,936,3924,936/3924,EHCP,Priority,"Children with an Education, Health and Care Plan",8,0
2018,St Bartholomew's Church of England (Aided) Primary School,936,3924,936/3924,Lates,Central & Lates,Places offered to children of applicants who had applied late,9,0
2018,St Cuthbert Mayne Catholic Primary School,936,3475,936/3475,Catholic LAC & PLAC,Priority,Catholic looked after and previously looked after children,1,0
2018,St Cuthbert Mayne Catholic Primary School,936,3475,936/3475,Catholic Sibling Resident in Parish,Religion,"Catholic children with a brother or sister at the school at the time of admission, resident in the Cranleigh and Bramley parish",2,9
2018,St Cuthbert Mayne Catholic Primary School,936,3475,936/3475,Catholic Sibling,Religion,"Catholic children with a brother or sister at the school at the time of admission, who are not resident in the Cranleigh and Bramley parish",3,0
2018,St Cuthbert Mayne Catholic Primary School,936,3475,936/3475,Catholic Resident in Parish,Religion,"Catholic children without a brother or sister at the school at the time of admission, resident in the Cranleigh and Bramley parish",4,4
2018,St Cuthbert Mayne Catholic Primary School,936,3475,936/3475,Catholic Resident outside Parish,Religion,"Catholic children without a brother or sister at the time of admission, who are not resident in the Cranleigh and Bramley parish. 6 Other LAC & PLAC. 7 Catechumens, Candidates for Reception into the Church and children who are members of an Orthodox Church",5,0
2018,St Cuthbert Mayne Catholic Primary School,936,3475,936/3475,LAC & PLAC,Priority,Looked after and previously looked after children,6,0
2018,St Cuthbert Mayne Catholic Primary School,936,3475,936/3475,Catechumens,Religion,"Catechumens, Candidates for Reception into the Church and children who are members of an Orthodox Church",7,2
